Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-936440,"Negative regulators of DDX58/IFIH1 signaling",1,36,0.002664101235846962,0.6596337831472133,0.6596337831472133,2,13,0.0011706438541197659,9606,Homo sapiens,"PCBP2","","R-HSA-990526;R-HSA-990528"
R-HSA-392154,"Nitric oxide stimulates guanylate cyclase",1,36,0.002664101235846962,0.6596337831472133,0.6596337831472133,1,7,6.303466906798739E-4,9606,Homo sapiens,"PDE5A","","R-HSA-418456"
R-HSA-162710,"Synthesis of glycosylphosphatidylinositol (GPI)",1,36,0.002664101235846962,0.6596337831472133,0.6596337831472133,1,11,9.90544799639802E-4,9606,Homo sapiens,"PIGL","","R-HSA-162857"
R-HSA-1912422,"Pre-NOTCH Expression and Processing",2,76,0.005624213720121365,0.663520839458185,0.663520839458185,4,30,0.0027014858171994596,9606,Homo sapiens,"TFDP2;TMED2","","R-HSA-1912382;R-HSA-1912379;R-HSA-4395231;R-HSA-1912416"
R-HSA-3906995,"Diseases associated with O-glycosylation of proteins",2,76,0.005624213720121365,0.663520839458185,0.663520839458185,1,9,8.104457451598379E-4,9606,Homo sapiens,"ADAMTS1;THBS1","","R-HSA-6785565"
R-HSA-392518,"Signal amplification",1,37,0.0027381040479538222,0.6696858946066682,0.6696858946066682,4,18,0.0016208914903196759,9606,Homo sapiens,"P2RY12","","R-HSA-417829;R-HSA-392195;R-HSA-392187;R-HSA-392202"
R-HSA-1280218,"Adaptive Immune System",28,1002,0.07415081773107378,0.6718671701305647,0.6718671701305647,85,253,0.022782530391715444,9606,Homo sapiens,"KLRB1;NCF4;CBLB;SH3RF1;LILRA5;SOCS3;HERC4;TRIM4;TUBB1;SLAMF7;PRKACB;FCGR1B;HLA-DQA1;KLRG1;YES1;ERAP2;SH2D1B;HLA-F;FBXO32;DNM3;KLRF1;ANAPC5;KLRD1;TLR10;CLEC2D;HLA-DQB1;SIGLEC5","","R-HSA-199043;R-HSA-2130336;R-HSA-199169;R-HSA-2130725;R-HSA-202245;R-HSA-202248;R-HSA-2130731;R-HSA-983427;R-HSA-983426;R-HSA-2130349;R-HSA-983425;R-HSA-2130478;R-HSA-983424;R-HSA-8863895;R-HSA-199062;R-HSA-2130486;R-HSA-983704;R-HSA-983703;R-HSA-2130619;R-HSA-2213248;R-HSA-199079;R-HSA-198955;R-HSA-5685606;R-HSA-202291;R-HSA-5685607;R-HSA-5685605;R-HSA-5685603;R-HSA-202165;R-HSA-202168;R-HSA-202174;R-HSA-5685608;R-HSA-202307;R-HSA-913996;R-HSA-8951498;R-HSA-8951499;R-HSA-8951500;R-HSA-1236954;R-HSA-1236955;R-HSA-1112666;R-HSA-2213235;R-HSA-8855381;R-HSA-2213236;R-HSA-2213239;R-HSA-388829;R-HSA-2213241;R-HSA-1236939;R-HSA-388831;R-HSA-2213243;R-HSA-8856157;R-HSA-1236943;R-HSA-2213244;R-HSA-1236940;R-HSA-1236941;R-HSA-2213246;R-HSA-8863973;R-HSA-983148;R-HSA-983147;R-HSA-388833;R-HSA-2130500;R-HSA-983146;R-HSA-202214;R-HSA-983145;R-HSA-2130504;R-HSA-983142;R-HSA-2130378;R-HSA-983140;R-HSA-202216;R-HSA-202344;R-HSA-983138;R-HSA-8852200;R-HSA-2130640;R-HSA-983422;R-HSA-2130641;R-HSA-983421;R-HSA-1236967;R-HSA-1236964;R-HSA-983161;R-HSA-1236965;R-HSA-1236971;R-HSA-983158;R-HSA-2130393;R-HSA-983157;R-HSA-202233;R-HSA-983156;R-HSA-389758"
R-HSA-157118,"Signaling by NOTCH",4,154,0.01139643306445645,0.676468612168549,0.676468612168549,6,95,0.008554705087798289,9606,Homo sapiens,"TFDP2;GZMB;TMED2","","R-HSA-1912382;R-HSA-1912379;R-HSA-2976551;R-HSA-4395231;R-HSA-1912416;R-HSA-2976563"
R-HSA-3000178,"ECM proteoglycans",2,78,0.005772219344335085,0.6773258187193258,0.6773258187193258,2,22,0.001981089599279604,9606,Homo sapiens,"SPARC;NCAM1","","R-HSA-2424243;R-HSA-2467659"
R-HSA-1368082,"RORA activates gene expression",1,38,0.0028121068600606824,0.6794418479411976,0.6794418479411976,10,10,9.004952723998199E-4,9606,Homo sapiens,"RORA","","R-HSA-400342;R-HSA-1368087;R-HSA-1368081;R-HSA-1368065;R-HSA-5663264;R-HSA-1801587;R-HSA-5663246;R-HSA-5663293;R-HSA-549475;R-HSA-5663273"
R-HSA-1538133,"G0 and Early G1",1,38,0.0028121068600606824,0.6794418479411976,0.6794418479411976,24,27,0.002431337235479514,9606,Homo sapiens,"TFDP2","","R-HSA-1362261;R-HSA-1227670;R-HSA-8964588;R-HSA-8964492;R-HSA-1227671;R-HSA-8964525;R-HSA-8961934;R-HSA-8978926;R-HSA-8964513;R-HSA-8961665;R-HSA-8964482;R-HSA-8964580;R-HSA-8964550;R-HSA-1363303;R-HSA-8964475;R-HSA-8964561;R-HSA-8964465;R-HSA-8964498;R-HSA-1363311;R-HSA-8964531;R-HSA-8961619;R-HSA-188345;R-HSA-8964567;R-HSA-8964471"
R-HSA-1660661,"Sphingolipid de novo biosynthesis",2,79,0.005846222156441945,0.684053829883653,0.684053829883653,7,30,0.0027014858171994596,9606,Homo sapiens,"PPM1L;SGPP1","","R-HSA-429732;R-HSA-429730;R-HSA-429699;R-HSA-429683;R-HSA-429694;R-HSA-428701;R-HSA-428664"
R-HSA-111996,"Ca-dependent events",1,39,0.0028861096721675425,0.6889103476310454,0.6889103476310454,4,18,0.0016208914903196759,9606,Homo sapiens,"PRKACB","","R-HSA-111925;R-HSA-111924;R-HSA-8951727;R-HSA-111919"
R-HSA-8939243,"RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known",1,39,0.0028861096721675425,0.6889103476310454,0.6889103476310454,1,5,4.5024763619990995E-4,9606,Homo sapiens,"AUTS2","","R-HSA-8937989"
R-HSA-190861,"Gap junction assembly",1,39,0.0028861096721675425,0.6889103476310454,0.6889103476310454,3,16,0.0014407924358397117,9606,Homo sapiens,"TUBB1","","R-HSA-190520;R-HSA-191737;R-HSA-190877"
R-HSA-189451,"Heme biosynthesis",1,39,0.0028861096721675425,0.6889103476310454,0.6889103476310454,1,16,0.0014407924358397117,9606,Homo sapiens,"ALAS2","","R-HSA-189442"
R-HSA-5625740,"RHO GTPases activate PKNs",2,80,0.0059202249685488045,0.6906666771233808,0.6906666771233808,9,20,0.0018009905447996398,9606,Homo sapiens,"HIST1H2AE;SFN","","R-HSA-5625797;R-HSA-5625796;R-HSA-75016;R-HSA-5625870;R-HSA-5625774;R-HSA-5625849;R-HSA-5625848;R-HSA-5625784;R-HSA-5625883"
R-HSA-167172,"Transcription of the HIV genome",2,80,0.0059202249685488045,0.6906666771233808,0.6906666771233808,10,45,0.00405222872579919,9606,Homo sapiens,"TAF15;ATP5C1","","R-HSA-167474;R-HSA-167136;R-HSA-167121;R-HSA-167477;R-HSA-167130;R-HSA-167097;R-HSA-167113;R-HSA-167134;R-HSA-167118;R-HSA-167484"
R-HSA-1461957,"Beta defensins",1,40,0.0029601124842744022,0.698099842937976,0.698099842937976,1,5,4.5024763619990995E-4,9606,Homo sapiens,"TLR10","","R-HSA-1974676"
R-HSA-163359,"Glucagon signaling in metabolic regulation",1,40,0.0029601124842744022,0.698099842937976,0.698099842937976,1,6,5.40297163439892E-4,9606,Homo sapiens,"PRKACB","","R-HSA-111925"
R-HSA-1482788,"Acyl chain remodelling of PC",1,40,0.0029601124842744022,0.698099842937976,0.698099842937976,1,9,8.104457451598379E-4,9606,Homo sapiens,"PLBD1","","R-HSA-1482856"
R-HSA-168254,"Influenza Infection",5,197,0.014578553985051432,0.7018391178790628,0.7018391178790628,2,60,0.005402971634398919,9606,Homo sapiens,"RPL38;RPS11;RPS4Y1;RPS24","","R-HSA-192704;R-HSA-192841"
R-HSA-376176,"Signaling by ROBO receptors",6,235,0.017390660845112114,0.704831701256767,0.704831701256767,3,60,0.005402971634398919,9606,Homo sapiens,"RPL38;RPS11;RPS4Y1;PRKACB;RPS24","","R-HSA-9014652;R-HSA-9010641;R-HSA-9014610"
R-HSA-162599,"Late Phase of HIV Life Cycle",4,160,0.011840449937097609,0.7048869000894639,0.7048869000894639,12,75,0.00675371454299865,9606,Homo sapiens,"TAF15;NMT2;ATP5C1","","R-HSA-167474;R-HSA-162914;R-HSA-167136;R-HSA-167121;R-HSA-167477;R-HSA-167130;R-HSA-184392;R-HSA-167097;R-HSA-167113;R-HSA-167134;R-HSA-167118;R-HSA-167484"
R-HSA-445989,"TAK1 activates NFkB by phosphorylation and activation of IKKs complex",1,41,0.0030341152963812624,0.707018535370175,0.707018535370175,1,4,3.6019810895992794E-4,9606,Homo sapiens,"S100A12","","R-HSA-168166"
R-HSA-389356,"CD28 co-stimulation",1,41,0.0030341152963812624,0.707018535370175,0.707018535370175,1,19,0.0017109410175596578,9606,Homo sapiens,"YES1","","R-HSA-388831"
R-HSA-5633008,"TP53 Regulates Transcription of Cell Death Genes",2,83,0.006142233404869385,0.7098237415550217,0.7098237415550217,2,68,0.006123367852318776,9606,Homo sapiens,"BCL6","","R-HSA-6800253;R-HSA-6800250"
R-HSA-1474165,"Reproduction",3,123,0.009102345889143788,0.7120243628950489,0.7120243628950489,3,23,0.0020711391265195857,9606,Homo sapiens,"HIST1H2AE;MLH3;LMNB1","","R-HSA-912429;R-HSA-912408;R-HSA-1214188"
R-HSA-2559585,"Oncogene Induced Senescence",1,42,0.0031081181084881226,0.715674385929463,0.715674385929463,2,18,0.0016208914903196759,9606,Homo sapiens,"TFDP2","","R-HSA-3209109;R-HSA-3209096"
R-HSA-1482839,"Acyl chain remodelling of PE",1,42,0.0031081181084881226,0.715674385929463,0.715674385929463,1,9,8.104457451598379E-4,9606,Homo sapiens,"PLBD1","","R-HSA-1482884"
R-HSA-71182,"Phenylalanine and tyrosine catabolism",1,42,0.0031081181084881226,0.715674385929463,0.715674385929463,1,12,0.001080594326879784,9606,Homo sapiens,"HGD","","R-HSA-71164"
R-HSA-193775,"Synthesis of bile acids and bile salts via 24-hydroxycholesterol",1,42,0.0031081181084881226,0.715674385929463,0.715674385929463,2,28,0.0025213867627194957,9606,Homo sapiens,"AKR1C3","","R-HSA-193781;R-HSA-193758"
R-HSA-202424,"Downstream TCR signaling",3,124,0.009176348701250647,0.717117762801234,0.717117762801234,1,24,0.002161188653759568,9606,Homo sapiens,"HLA-DQA1;HLA-DQB1","","R-HSA-202307"
R-HSA-416476,"G alpha (q) signalling events",6,240,0.017760674905646416,0.7234837572853863,0.7234837572853863,3,20,0.0018009905447996398,9606,Homo sapiens,"ANXA1;F2R;XCL1;AVPR1A;FPR2","","R-HSA-749448;R-HSA-749452;R-HSA-379048"
R-HSA-451927,"Interleukin-2 family signaling",1,43,0.0031821209205949827,0.7240751221470256,0.7240751221470256,32,43,0.0038721296713192257,9606,Homo sapiens,"IL2RB","","R-HSA-452100;R-HSA-912527;R-HSA-8983371;R-HSA-508292;R-HSA-8983309;R-HSA-452097;R-HSA-8983374;R-HSA-8983425;R-HSA-8983424;R-HSA-450063;R-HSA-452108;R-HSA-8983299;R-HSA-8983298;R-HSA-8983300;R-HSA-508247;R-HSA-8983384;R-HSA-913374;R-HSA-8983378;R-HSA-452122;R-HSA-913424;R-HSA-449115;R-HSA-451942;R-HSA-919404;R-HSA-8983394;R-HSA-9009700;R-HSA-450027;R-HSA-8983335;R-HSA-453111;R-HSA-453104;R-HSA-451900;R-HSA-452091;R-HSA-508282"
R-HSA-381771,"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",1,43,0.0031821209205949827,0.7240751221470256,0.7240751221470256,1,6,5.40297163439892E-4,9606,Homo sapiens,"TCF7L2","","R-HSA-381799"
R-HSA-163560,"Triglyceride catabolism",1,43,0.0031821209205949827,0.7240751221470256,0.7240751221470256,2,17,0.001530841963079694,9606,Homo sapiens,"PRKACB","","R-HSA-163418;R-HSA-163416"
R-HSA-8853659,"RET signaling",1,43,0.0031821209205949827,0.7240751221470256,0.7240751221470256,1,24,0.002161188653759568,9606,Homo sapiens,"PRKACB","","R-HSA-8854908"
R-HSA-196807,"Nicotinate metabolism",2,86,0.006364241841189965,0.7279802842308306,0.7279802842308306,2,29,0.002611436289959478,9606,Homo sapiens,"BST1;NAMPT","","R-HSA-197250;R-HSA-8870346"
R-HSA-419037,"NCAM1 interactions",1,44,0.003256123732701843,0.7322282449136974,0.7322282449136974,10,10,9.004952723998199E-4,9606,Homo sapiens,"NCAM1","","R-HSA-375157;R-HSA-422454;R-HSA-525833;R-HSA-375155;R-HSA-375154;R-HSA-375149;R-HSA-375148;R-HSA-375151;R-HSA-375160;R-HSA-375144"
R-HSA-212300,"PRC2 methylates histones and DNA",1,44,0.003256123732701843,0.7322282449136974,0.7322282449136974,4,4,3.6019810895992794E-4,9606,Homo sapiens,"HIST1H2AE","","R-HSA-212263;R-HSA-212222;R-HSA-212269;R-HSA-212252"
R-HSA-3769402,"Deactivation of the beta-catenin transactivating complex",1,44,0.003256123732701843,0.7322282449136974,0.7322282449136974,3,14,0.0012606933813597478,9606,Homo sapiens,"TCF7L2","","R-HSA-3361751;R-HSA-3364042;R-HSA-5665608"
R-HSA-1489509,"DAG and IP3 signaling",1,44,0.003256123732701843,0.7322282449136974,0.7322282449136974,4,19,0.0017109410175596578,9606,Homo sapiens,"PRKACB","","R-HSA-111925;R-HSA-111924;R-HSA-8951727;R-HSA-111919"
R-HSA-438064,"Post NMDA receptor activation events",1,44,0.003256123732701843,0.7322282449136974,0.7322282449136974,1,18,0.0016208914903196759,9606,Homo sapiens,"PRKACB","","R-HSA-443474"
R-HSA-196757,"Metabolism of folate and pterines",1,44,0.003256123732701843,0.7322282449136974,0.7322282449136974,1,29,0.002611436289959478,9606,Homo sapiens,"FLOT1","","R-HSA-200652"
R-HSA-983169,"Class I MHC mediated antigen processing & presentation",12,464,0.03433730481758307,0.7333920728793154,0.7333920728793154,30,48,0.004322377307519136,9606,Homo sapiens,"SOCS3;HERC4;TRIM4;ERAP2;NCF4;ANAPC5;CBLB;TLR10;HLA-F;FBXO32;FCGR1B;SH3RF1","","R-HSA-8951499;R-HSA-1236954;R-HSA-1236955;R-HSA-983427;R-HSA-983426;R-HSA-983425;R-HSA-983424;R-HSA-8863895;R-HSA-1236939;R-HSA-1236943;R-HSA-1236940;R-HSA-1236941;R-HSA-8863973;R-HSA-983148;R-HSA-983147;R-HSA-983146;R-HSA-983145;R-HSA-983142;R-HSA-983140;R-HSA-983138;R-HSA-983422;R-HSA-983421;R-HSA-1236967;R-HSA-1236964;R-HSA-983161;R-HSA-1236965;R-HSA-1236971;R-HSA-983158;R-HSA-983157;R-HSA-983156"
R-HSA-1445148,"Translocation of GLUT4 to the plasma membrane",2,87,0.006438244653296826,0.7338152789300074,0.7338152789300074,3,15,0.0013507429085997298,9606,Homo sapiens,"TUBB1;SFN","","R-HSA-1454689;R-HSA-2316347;R-HSA-1445149"
R-HSA-674695,"RNA Polymerase II Pre-transcription Events",2,87,0.006438244653296826,0.7338152789300074,0.7338152789300074,3,17,0.001530841963079694,9606,Homo sapiens,"TAF15;ATP5C1","","R-HSA-75856;R-HSA-75862;R-HSA-73946"
R-HSA-2173782,"Binding and Uptake of Ligands by Scavenger Receptors",4,167,0.012358469621845631,0.7357086303381568,0.7357086303381568,5,33,0.0029716343989194057,9606,Homo sapiens,"CD163;SPARC;STAB1;HP","","R-HSA-2168883;R-HSA-2168885;R-HSA-2230938;R-HSA-2247513;R-HSA-2197770"
R-HSA-5689880,"Ub-specific processing proteases",5,206,0.015244579294013173,0.737739946823732,0.737739946823732,6,40,0.0036019810895992796,9606,Homo sapiens,"SMAD4;USP9Y;HIST1H2AE;ADRB2;SMAD7","","R-HSA-870479;R-HSA-6781764;R-HSA-5690080;R-HSA-870437;R-HSA-5690157;R-HSA-5696968"
R-HSA-168928,"DDX58/IFIH1-mediated induction of interferon-alpha/beta",2,88,0.006512247465403686,0.7395436211101037,0.7395436211101037,3,46,0.004142278253039171,9606,Homo sapiens,"PCBP2;S100A12","","R-HSA-990526;R-HSA-168166;R-HSA-990528"
R-HSA-427359,"SIRT1 negatively regulates rRNA expression",1,45,0.0033301265448087026,0.7401410351110908,0.7401410351110908,3,5,4.5024763619990995E-4,9606,Homo sapiens,"HIST1H2AE","","R-HSA-427527;R-HSA-427514;R-HSA-427528"
R-HSA-991365,"Activation of GABAB receptors",1,45,0.0033301265448087026,0.7401410351110908,0.7401410351110908,1,6,5.40297163439892E-4,9606,Homo sapiens,"KCNJ15","","R-HSA-1013020"
R-HSA-977444,"GABA B receptor activation",1,45,0.0033301265448087026,0.7401410351110908,0.7401410351110908,1,7,6.303466906798739E-4,9606,Homo sapiens,"KCNJ15","","R-HSA-1013020"
R-HSA-5675221,"Negative regulation of MAPK pathway",1,45,0.0033301265448087026,0.7401410351110908,0.7401410351110908,1,12,0.001080594326879784,9606,Homo sapiens,"DUSP5","","R-HSA-5675373"
R-HSA-2046106,"alpha-linolenic acid (ALA) metabolism",1,45,0.0033301265448087026,0.7401410351110908,0.7401410351110908,1,15,0.0013507429085997298,9606,Homo sapiens,"ACSL1","","R-HSA-2046085"
R-HSA-72312,"rRNA processing",6,245,0.018130688966180714,0.7413017833564655,0.7413017833564655,4,21,0.0018910400720396217,9606,Homo sapiens,"RPL38;RPS11;RPS4Y1;EXOSC1;RPS24","","R-HSA-6791223;R-HSA-6791222;R-HSA-6791221;R-HSA-6791218"
R-HSA-5617833,"Cilium Assembly",5,207,0.015318582106120032,0.741527334663305,0.741527334663305,18,50,0.004502476361999099,9606,Homo sapiens,"OFD1;TUBB1;CEP76;HSPB11;CEP78","","R-HSA-5624949;R-HSA-5626228;R-HSA-5625424;R-HSA-5626227;R-HSA-5625426;R-HSA-5617820;R-HSA-5626681;R-HSA-5624952;R-HSA-5617816;R-HSA-5618328;R-HSA-5618331;R-HSA-5638009;R-HSA-5617825;R-HSA-5625421;R-HSA-5626220;R-HSA-5626223;R-HSA-5625416;R-HSA-5626699"
R-HSA-373760,"L1CAM interactions",3,129,0.009546362761784949,0.7415426528789109,0.7415426528789109,4,54,0.004862674470959028,9606,Homo sapiens,"DNM3;TUBB1;NCAM1","","R-HSA-555065;R-HSA-445077;R-HSA-445071;R-HSA-374681"
R-HSA-749476,"RNA Polymerase III Abortive And Retractive Initiation",1,46,0.0034041293569155627,0.7478205600490009,0.7478205600490009,1,13,0.0011706438541197659,9606,Homo sapiens,"NFIB","","R-HSA-113454"
R-HSA-975576,"N-glycan antennae elongation in the medial/trans-Golgi",1,46,0.0034041293569155627,0.7478205600490009,0.7478205600490009,1,14,0.0012606933813597478,9606,Homo sapiens,"B4GALT6","","R-HSA-975919"
R-HSA-74158,"RNA Polymerase III Transcription",1,46,0.0034041293569155627,0.7478205600490009,0.7478205600490009,1,25,0.0022512381809995496,9606,Homo sapiens,"NFIB","","R-HSA-113454"
R-HSA-453279,"Mitotic G1-G1/S phases",4,171,0.01265448087027307,0.7522029115219337,0.7522029115219337,57,96,0.008644754615038271,9606,Homo sapiens,"CDKN1C;RRM2;TFDP2","","R-HSA-1227670;R-HSA-8964492;R-HSA-1227671;R-HSA-8961934;R-HSA-8961678;R-HSA-8942607;R-HSA-8961920;R-HSA-8961665;R-HSA-8962050;R-HSA-8964482;R-HSA-8961671;R-HSA-8961688;R-HSA-8961946;R-HSA-8964498;R-HSA-8961961;R-HSA-8964525;R-HSA-8961952;R-HSA-8964513;R-HSA-8961699;R-HSA-8961982;R-HSA-8961840;R-HSA-8964531;R-HSA-188345;R-HSA-8961972;R-HSA-8961846;R-HSA-1362261;R-HSA-8964550;R-HSA-8961863;R-HSA-8961991;R-HSA-8941915;R-HSA-8964561;R-HSA-8961874;R-HSA-8961619;R-HSA-8942803;R-HSA-8961620;R-HSA-8964567;R-HSA-8964588;R-HSA-8978926;R-HSA-8961632;R-HSA-8961888;R-HSA-69227;R-HSA-113643;R-HSA-8964580;R-HSA-8961636;R-HSA-8961895;R-HSA-1363303;R-HSA-8961915;R-HSA-8964475;R-HSA-8964465;R-HSA-1363311;R-HSA-8961651;R-HSA-8961907;R-HSA-1226094;R-HSA-8942836;R-HSA-1226095;R-HSA-8962039;R-HSA-8964471"
R-HSA-400508,"Incretin synthesis, secretion, and inactivation",1,47,0.003478132169022423,0.7552736797150297,0.7552736797150297,1,12,0.001080594326879784,9606,Homo sapiens,"TCF7L2","","R-HSA-381799"
R-HSA-5632684,"Hedgehog 'on' state",2,92,0.0068082587138311255,0.7614148243335326,0.7614148243335326,9,37,0.0033318325078793335,9606,Homo sapiens,"PTCH1","","R-HSA-5632677;R-HSA-5632646;R-HSA-5632653;R-HSA-5632668;R-HSA-5632652;R-HSA-5635865;R-HSA-5632649;R-HSA-5632648;R-HSA-5635848"
R-HSA-427389,"ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression",1,48,0.003552134981129283,0.7625070528417697,0.7625070528417697,2,4,3.6019810895992794E-4,9606,Homo sapiens,"HIST1H2AE","","R-HSA-427383;R-HSA-427336"
R-HSA-162587,"HIV Life Cycle",4,174,0.012876489306593651,0.7640477252593944,0.7640477252593944,12,113,0.010175596578117965,9606,Homo sapiens,"TAF15;NMT2;ATP5C1","","R-HSA-167474;R-HSA-162914;R-HSA-167136;R-HSA-167121;R-HSA-167477;R-HSA-167130;R-HSA-184392;R-HSA-167097;R-HSA-167113;R-HSA-167134;R-HSA-167118;R-HSA-167484"
R-HSA-1474244,"Extracellular matrix organization",8,329,0.02434692518315696,0.767958965898403,0.767958965898403,35,318,0.02863574966231427,9606,Homo sapiens,"MMP25;SPARC;ADAMTS1;TIMP2;PDGFA;NCAM1;MMP9;THBS1","","R-HSA-1564117;R-HSA-1564179;R-HSA-1592349;R-HSA-3791295;R-HSA-1564112;R-HSA-1604368;R-HSA-1604690;R-HSA-3827958;R-HSA-1602454;R-HSA-1604360;R-HSA-265429;R-HSA-1454791;R-HSA-1564164;R-HSA-2396337;R-HSA-1592270;R-HSA-2424243;R-HSA-1605825;R-HSA-8943959;R-HSA-2681675;R-HSA-1566962;R-HSA-1604350;R-HSA-349603;R-HSA-1604722;R-HSA-1454781;R-HSA-1592436;R-HSA-1592310;R-HSA-2467659;R-HSA-2213200;R-HSA-1474213;R-HSA-1454757;R-HSA-2168982;R-HSA-2485148;R-HSA-1564142;R-HSA-1602466;R-HSA-2168923"
R-HSA-5625886,"Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3",1,49,0.0036261377932361428,0.7695271427967706,0.7695271427967706,8,11,9.90544799639802E-4,9606,Homo sapiens,"HIST1H2AE","","R-HSA-5625797;R-HSA-5625796;R-HSA-5625870;R-HSA-5625774;R-HSA-5625849;R-HSA-5625848;R-HSA-5625784;R-HSA-5625883"
R-HSA-381676,"Glucagon-like Peptide-1 (GLP1) regulates insulin secretion",1,49,0.0036261377932361428,0.7695271427967706,0.7695271427967706,3,11,9.90544799639802E-4,9606,Homo sapiens,"PRKACB","","R-HSA-381713;R-HSA-381644;R-HSA-381707"
R-HSA-73817,"Purine ribonucleoside monophosphate biosynthesis",1,49,0.0036261377932361428,0.7695271427967706,0.7695271427967706,3,17,0.001530841963079694,9606,Homo sapiens,"GART","","R-HSA-73810;R-HSA-73813;R-HSA-73814"
R-HSA-70268,"Pyruvate metabolism",1,49,0.0036261377932361428,0.7695271427967706,0.7695271427967706,1,11,9.90544799639802E-4,9606,Homo sapiens,"PDK4","","R-HSA-203946"
R-HSA-8876198,"RAB GEFs exchange GTP for GDP on RABs",2,94,0.006956264338044846,0.7717427015317082,0.7717427015317082,2,21,0.0018910400720396217,9606,Homo sapiens,"DENND2D;RAB27B","","R-HSA-8876191;R-HSA-8877308"
R-HSA-6804756,"Regulation of TP53 Activity through Phosphorylation",2,94,0.006956264338044846,0.7717427015317082,0.7717427015317082,1,26,0.0023412877082395317,9606,Homo sapiens,"TAF15;ATP5C1","","R-HSA-6805399"
R-HSA-2142691,"Synthesis of Leukotrienes (LT) and Eoxins (EX)",1,50,0.003700140605343003,0.7763402233006436,0.7763402233006436,5,19,0.0017109410175596578,9606,Homo sapiens,"ALOX5","","R-HSA-265296;R-HSA-266050;R-HSA-266051;R-HSA-2161768;R-HSA-429016"
R-HSA-442755,"Activation of NMDA receptor and postsynaptic events",1,50,0.003700140605343003,0.7763402233006436,0.7763402233006436,1,22,0.001981089599279604,9606,Homo sapiens,"PRKACB","","R-HSA-443474"
R-HSA-881907,"Gastrin-CREB signalling pathway via PKC and MAPK",6,256,0.018944719899356175,0.7775737828666929,0.7775737828666929,3,29,0.002611436289959478,9606,Homo sapiens,"ANXA1;F2R;XCL1;AVPR1A;FPR2","","R-HSA-749448;R-HSA-749452;R-HSA-379048"
R-HSA-8955332,"Carboxyterminal post-translational modifications of tubulin",1,51,0.003774143417449863,0.7829523839782062,0.7829523839782062,6,6,5.40297163439892E-4,9606,Homo sapiens,"TUBB1","","R-HSA-8955706;R-HSA-8955869;R-HSA-8955712;R-HSA-8865774;R-HSA-8867370;R-HSA-8866105"
R-HSA-3928662,"EPHB-mediated forward signaling",1,51,0.003774143417449863,0.7829523839782062,0.7829523839782062,5,26,0.0023412877082395317,9606,Homo sapiens,"YES1","","R-HSA-3928623;R-HSA-4093336;R-HSA-3928627;R-HSA-3928583;R-HSA-3928645"
R-HSA-432040,"Vasopressin regulates renal water homeostasis via Aquaporins",1,51,0.003774143417449863,0.7829523839782062,0.7829523839782062,2,14,0.0012606933813597478,9606,Homo sapiens,"PRKACB","","R-HSA-111925;R-HSA-432232"
R-HSA-75876,"Synthesis of very long-chain fatty acyl-CoAs",1,51,0.003774143417449863,0.7829523839782062,0.7829523839782062,1,12,0.001080594326879784,9606,Homo sapiens,"ACSL1","","R-HSA-201035"
R-HSA-375280,"Amine ligand-binding receptors",1,51,0.003774143417449863,0.7829523839782062,0.7829523839782062,1,15,0.0013507429085997298,9606,Homo sapiens,"ADRB2","","R-HSA-390674"
R-HSA-1461973,"Defensins",1,51,0.003774143417449863,0.7829523839782062,0.7829523839782062,1,19,0.0017109410175596578,9606,Homo sapiens,"TLR10","","R-HSA-1974676"
R-HSA-392451,"G beta:gamma signalling through PI3Kgamma",1,52,0.0038481462295567232,0.7893695357474464,0.7893695357474464,1,4,3.6019810895992794E-4,9606,Homo sapiens,"IL2RB","","R-HSA-198284"
R-HSA-1912408,"Pre-NOTCH Transcription and Translation",1,52,0.0038481462295567232,0.7893695357474464,0.7893695357474464,2,20,0.0018009905447996398,9606,Homo sapiens,"TFDP2","","R-HSA-4395231;R-HSA-1912416"
R-HSA-5689603,"UCH proteinases",2,98,0.0072522755864722855,0.7912347323813991,0.7912347323813991,2,11,9.90544799639802E-4,9606,Homo sapiens,"HIST1H2AE;SMAD7","","R-HSA-5690790;R-HSA-2179291"
R-HSA-1236978,"Cross-presentation of soluble exogenous antigens (endosomes)",1,53,0.003922149041663583,0.7955974160512096,0.7955974160512096,4,6,5.40297163439892E-4,9606,Homo sapiens,"FCGR1B","","R-HSA-1236955;R-HSA-1236939;R-HSA-1236940;R-HSA-1236941"
R-HSA-373080,"Class B/2 (Secretin family receptors)",2,99,0.007326278398579146,0.7958729906875536,0.7958729906875536,2,20,0.0018009905447996398,9606,Homo sapiens,"PTCH1;ADM","","R-HSA-420214;R-HSA-445124"
R-HSA-606279,"Deposition of new CENPA-containing nucleosomes at the centromere",1,54,0.003996151853770443,0.8016415939360939,0.8016415939360939,2,4,3.6019810895992794E-4,9606,Homo sapiens,"HIST1H2AE","","R-HSA-606287;R-HSA-606289"
