Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-373755,"Semaphorin interactions",2,73,0.005402205283800784,0.6849409478029966,0.6849409478029966,2,40,0.0036019810895992796,9606,Homo sapiens,"SEMA4A;LIMK2","","R-HSA-416690;R-HSA-419087"
R-HSA-8957275,"Post-translational protein phosphorylation",3,109,0.008066306519647747,0.6863528772053684,0.6863528772053684,1,1,9.004952723998198E-5,9606,Homo sapiens,"SERPINA1;PRSS23;F5","","R-HSA-8952289"
R-HSA-5334118,"DNA methylation",1,36,0.002664101235846962,0.6891464710625368,0.6891464710625368,7,7,6.303466906798739E-4,9606,Homo sapiens,"HIST1H2AE","","R-HSA-5334097;R-HSA-5334160;R-HSA-5334099;R-HSA-5334179;R-HSA-5334164;R-HSA-5334151;R-HSA-5334152"
R-HSA-389958,"Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding",1,36,0.002664101235846962,0.6891464710625368,0.6891464710625368,4,6,5.40297163439892E-4,9606,Homo sapiens,"TUBB1","","R-HSA-389970;R-HSA-389954;R-HSA-389980;R-HSA-389961"
R-HSA-936440,"Negative regulators of DDX58/IFIH1 signaling",1,36,0.002664101235846962,0.6891464710625368,0.6891464710625368,2,13,0.0011706438541197659,9606,Homo sapiens,"PCBP2","","R-HSA-990526;R-HSA-990528"
R-HSA-162710,"Synthesis of glycosylphosphatidylinositol (GPI)",1,36,0.002664101235846962,0.6891464710625368,0.6891464710625368,1,11,9.90544799639802E-4,9606,Homo sapiens,"PIGL","","R-HSA-162857"
R-HSA-913709,"O-linked glycosylation of mucins",2,74,0.0054762080959076444,0.6920859827999666,0.6920859827999666,2,17,0.001530841963079694,9606,Homo sapiens,"B3GNT5;B4GALT6","","R-HSA-914010;R-HSA-1964501"
R-HSA-202403,"TCR signaling",4,146,0.010804410567601569,0.6968387002149894,0.6968387002149894,13,52,0.0046825754164790635,9606,Homo sapiens,"HLA-DRB4;HLA-DQA1;HLA-DQB1","","R-HSA-202307;R-HSA-202214;R-HSA-202245;R-HSA-202248;R-HSA-202216;R-HSA-202344;R-HSA-8852200;R-HSA-202291;R-HSA-8855381;R-HSA-202165;R-HSA-202233;R-HSA-202168;R-HSA-202174"
R-HSA-166058,"MyD88:Mal cascade initiated on plasma membrane",3,111,0.008214312143861468,0.6980432791114708,0.6980432791114708,17,62,0.0055830706888788835,9606,Homo sapiens,"S100A12;IRAK3;TLR10","","R-HSA-166082;R-HSA-168166;R-HSA-2201316;R-HSA-166119;R-HSA-166091;R-HSA-2201322;R-HSA-166286;R-HSA-937059;R-HSA-166284;R-HSA-937022;R-HSA-2559414;R-HSA-2262775;R-HSA-166362;R-HSA-937079;R-HSA-166363;R-HSA-166072;R-HSA-2262777"
R-HSA-168188,"Toll Like Receptor TLR6:TLR2 Cascade",3,111,0.008214312143861468,0.6980432791114708,0.6980432791114708,17,64,0.005763169743358847,9606,Homo sapiens,"S100A12;IRAK3;TLR10","","R-HSA-166082;R-HSA-168166;R-HSA-2201316;R-HSA-166119;R-HSA-166091;R-HSA-2201322;R-HSA-166286;R-HSA-937059;R-HSA-166284;R-HSA-937022;R-HSA-2559414;R-HSA-2262775;R-HSA-166362;R-HSA-937079;R-HSA-166363;R-HSA-166072;R-HSA-2262777"
R-HSA-392518,"Signal amplification",1,37,0.0027381040479538222,0.6990871124036897,0.6990871124036897,4,18,0.0016208914903196759,9606,Homo sapiens,"P2RY12","","R-HSA-417829;R-HSA-392195;R-HSA-392187;R-HSA-392202"
R-HSA-211000,"Gene Silencing by RNA",3,112,0.008288314955968327,0.7037635693849269,0.7037635693849269,6,34,0.003061683926159388,9606,Homo sapiens,"HIST1H2AE;TDRD9;MYBL1","","R-HSA-5629237;R-HSA-5601926;R-HSA-5578742;R-HSA-5601919;R-HSA-5601897;R-HSA-5601883"
R-HSA-6811442,"Intra-Golgi and retrograde Golgi-to-ER traffic",6,217,0.016058610227188633,0.7056542479784562,0.7056542479784562,14,48,0.004322377307519136,9606,Homo sapiens,"GOLGA4;TMED10;VPS53;TUBB1;RHOBTB3;TMED2","","R-HSA-6811431;R-HSA-8849350;R-HSA-6811427;R-HSA-6811426;R-HSA-6814671;R-HSA-6814670;R-HSA-6814091;R-HSA-8849353;R-HSA-6814675;R-HSA-6814674;R-HSA-6811423;R-HSA-6814682;R-HSA-6811418;R-HSA-6811417"
R-HSA-1912422,"Pre-NOTCH Expression and Processing",2,76,0.005624213720121365,0.7059753865129709,0.7059753865129709,4,30,0.0027014858171994596,9606,Homo sapiens,"TFDP2;TMED2","","R-HSA-1912382;R-HSA-1912379;R-HSA-4395231;R-HSA-1912416"
R-HSA-3906995,"Diseases associated with O-glycosylation of proteins",2,76,0.005624213720121365,0.7059753865129709,0.7059753865129709,1,9,8.104457451598379E-4,9606,Homo sapiens,"ADAMTS1;THBS1","","R-HSA-6785565"
R-HSA-69206,"G1/S Transition",4,148,0.010952416191815289,0.7068413801406792,0.7068413801406792,31,60,0.005402971634398919,9606,Homo sapiens,"RRM2;TFDP2;AKT3","","R-HSA-8961678;R-HSA-8961934;R-HSA-8961920;R-HSA-8961665;R-HSA-8962050;R-HSA-8961671;R-HSA-8961863;R-HSA-8961991;R-HSA-8961688;R-HSA-8961946;R-HSA-198613;R-HSA-8961874;R-HSA-8961619;R-HSA-8961620;R-HSA-8961961;R-HSA-8961632;R-HSA-8961888;R-HSA-8961952;R-HSA-113643;R-HSA-8961699;R-HSA-8961636;R-HSA-8961895;R-HSA-8961915;R-HSA-8961982;R-HSA-8961840;R-HSA-8961651;R-HSA-8961907;R-HSA-188345;R-HSA-8961972;R-HSA-8961846;R-HSA-8962039"
R-HSA-1474228,"Degradation of the extracellular matrix",4,148,0.010952416191815289,0.7068413801406792,0.7068413801406792,28,105,0.00945520036019811,9606,Homo sapiens,"MMP25;ADAMTS1;TIMP2;MMP9","","R-HSA-1564117;R-HSA-1564179;R-HSA-1592349;R-HSA-3791295;R-HSA-1564112;R-HSA-1604368;R-HSA-1604690;R-HSA-3827958;R-HSA-1602454;R-HSA-1604360;R-HSA-1454791;R-HSA-1564164;R-HSA-1592270;R-HSA-1605825;R-HSA-8943959;R-HSA-1566962;R-HSA-1604350;R-HSA-1604722;R-HSA-1454781;R-HSA-1592436;R-HSA-1592310;R-HSA-1474213;R-HSA-1454757;R-HSA-2168982;R-HSA-2485148;R-HSA-1564142;R-HSA-1602466;R-HSA-2168923"
R-HSA-1368082,"RORA activates gene expression",1,38,0.0028121068600606824,0.7087105691196479,0.7087105691196479,10,10,9.004952723998199E-4,9606,Homo sapiens,"RORA","","R-HSA-400342;R-HSA-1368087;R-HSA-1368081;R-HSA-1368065;R-HSA-5663264;R-HSA-1801587;R-HSA-5663246;R-HSA-5663293;R-HSA-549475;R-HSA-5663273"
R-HSA-1538133,"G0 and Early G1",1,38,0.0028121068600606824,0.7087105691196479,0.7087105691196479,24,27,0.002431337235479514,9606,Homo sapiens,"TFDP2","","R-HSA-1362261;R-HSA-1227670;R-HSA-8964588;R-HSA-8964492;R-HSA-1227671;R-HSA-8964525;R-HSA-8961934;R-HSA-8978926;R-HSA-8964513;R-HSA-8961665;R-HSA-8964482;R-HSA-8964580;R-HSA-8964550;R-HSA-1363303;R-HSA-8964475;R-HSA-8964561;R-HSA-8964465;R-HSA-8964498;R-HSA-1363311;R-HSA-8964531;R-HSA-8961619;R-HSA-188345;R-HSA-8964567;R-HSA-8964471"
R-HSA-186712,"Regulation of beta-cell development",1,38,0.0028121068600606824,0.7087105691196479,0.7087105691196479,1,26,0.0023412877082395317,9606,Homo sapiens,"AKT3","","R-HSA-211164"
R-HSA-8854691,"Interleukin-20 family signaling",8,286,0.021164804262561978,0.7094552440972329,0.7094552440972329,7,56,0.005042773525438991,9606,Homo sapiens,"DUSP5;SPRED1;IL2RB;PDGFA;NRG1;NCAM1","","R-HSA-5658438;R-HSA-5658231;R-HSA-5672965;R-HSA-5658435;R-HSA-5658430;R-HSA-5675373;R-HSA-5658424"
R-HSA-5619102,"SLC transporter disorders",4,149,0.01102641900392215,0.7117522661705493,0.7117522661705493,4,65,0.00585321927059883,9606,Homo sapiens,"SLC22A4;NET1;AVPR1A","","R-HSA-5659764;R-HSA-5621425;R-HSA-5660840;R-HSA-5625674"
R-HSA-2408522,"Selenoamino acid metabolism",5,184,0.013616517427662251,0.7119244071059742,0.7119244071059742,2,33,0.0029716343989194057,9606,Homo sapiens,"RPL38;RPS11;RPS4Y1;RPS24","","R-HSA-2408529;R-HSA-5333615"
R-HSA-168179,"Toll Like Receptor TLR1:TLR2 Cascade",3,114,0.008436320580182047,0.7149556866600828,0.7149556866600828,18,64,0.005763169743358847,9606,Homo sapiens,"S100A12;IRAK3;TLR10","","R-HSA-166082;R-HSA-168166;R-HSA-2201316;R-HSA-166119;R-HSA-166091;R-HSA-2201322;R-HSA-166286;R-HSA-937059;R-HSA-166284;R-HSA-937022;R-HSA-2559414;R-HSA-168951;R-HSA-2262775;R-HSA-166362;R-HSA-937079;R-HSA-166363;R-HSA-166072;R-HSA-2262777"
R-HSA-181438,"Toll Like Receptor 2 (TLR2) Cascade",3,114,0.008436320580182047,0.7149556866600828,0.7149556866600828,18,66,0.005943268797838811,9606,Homo sapiens,"S100A12;IRAK3;TLR10","","R-HSA-166082;R-HSA-168166;R-HSA-2201316;R-HSA-166119;R-HSA-166091;R-HSA-2201322;R-HSA-166286;R-HSA-937059;R-HSA-166284;R-HSA-937022;R-HSA-2559414;R-HSA-168951;R-HSA-2262775;R-HSA-166362;R-HSA-937079;R-HSA-166363;R-HSA-166072;R-HSA-2262777"
R-HSA-111996,"Ca-dependent events",1,39,0.0028861096721675425,0.7180269394739065,0.7180269394739065,4,18,0.0016208914903196759,9606,Homo sapiens,"PRKACB","","R-HSA-111925;R-HSA-111924;R-HSA-8951727;R-HSA-111919"
R-HSA-8939243,"RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known",1,39,0.0028861096721675425,0.7180269394739065,0.7180269394739065,1,5,4.5024763619990995E-4,9606,Homo sapiens,"AUTS2","","R-HSA-8937989"
R-HSA-190861,"Gap junction assembly",1,39,0.0028861096721675425,0.7180269394739065,0.7180269394739065,3,16,0.0014407924358397117,9606,Homo sapiens,"TUBB1","","R-HSA-190520;R-HSA-191737;R-HSA-190877"
R-HSA-6804758,"Regulation of TP53 Activity through Acetylation",1,39,0.0028861096721675425,0.7180269394739065,0.7180269394739065,2,14,0.0012606933813597478,9606,Homo sapiens,"AKT3","","R-HSA-6805620;R-HSA-6805640"
R-HSA-189451,"Heme biosynthesis",1,39,0.0028861096721675425,0.7180269394739065,0.7180269394739065,1,16,0.0014407924358397117,9606,Homo sapiens,"ALAS2","","R-HSA-189442"
R-HSA-3000178,"ECM proteoglycans",2,78,0.005772219344335085,0.7193392174503119,0.7193392174503119,2,22,0.001981089599279604,9606,Homo sapiens,"SPARC;NCAM1","","R-HSA-2424243;R-HSA-2467659"
R-HSA-168255,"Influenza Life Cycle",5,186,0.013764523051875971,0.7206518391759403,0.7206518391759403,2,52,0.0046825754164790635,9606,Homo sapiens,"RPL38;RPS11;RPS4Y1;RPS24","","R-HSA-192704;R-HSA-192841"
R-HSA-72203,"Processing of Capped Intron-Containing Pre-mRNA",7,256,0.018944719899356175,0.7241112787277819,0.7241112787277819,9,32,0.0028815848716794235,9606,Homo sapiens,"HNRNPH1;PCBP2;RBM5;CCAR1","","R-HSA-72160;R-HSA-72130;R-HSA-72103;R-HSA-156661;R-HSA-72139;R-HSA-72107;R-HSA-72124;R-HSA-72143;R-HSA-72127"
R-HSA-1660661,"Sphingolipid de novo biosynthesis",2,79,0.005846222156441945,0.7258274794217869,0.7258274794217869,7,30,0.0027014858171994596,9606,Homo sapiens,"PPM1L;SGPP1","","R-HSA-429732;R-HSA-429730;R-HSA-429699;R-HSA-429683;R-HSA-429694;R-HSA-428701;R-HSA-428664"
R-HSA-390471,"Association of TriC/CCT with target proteins during biosynthesis",1,40,0.0029601124842744022,0.7270460009436843,0.7270460009436843,1,2,1.8009905447996397E-4,9606,Homo sapiens,"KIF13A","","R-HSA-390470"
R-HSA-1461957,"Beta defensins",1,40,0.0029601124842744022,0.7270460009436843,0.7270460009436843,1,5,4.5024763619990995E-4,9606,Homo sapiens,"TLR10","","R-HSA-1974676"
R-HSA-163359,"Glucagon signaling in metabolic regulation",1,40,0.0029601124842744022,0.7270460009436843,0.7270460009436843,1,6,5.40297163439892E-4,9606,Homo sapiens,"PRKACB","","R-HSA-111925"
R-HSA-5683057,"MAPK family signaling cascades",9,325,0.02405091393472952,0.7271230656704598,0.7271230656704598,8,86,0.007744259342638451,9606,Homo sapiens,"DUSP5;SPRED1;IL2RB;PDGFA;NRG1;NCAM1;PRKACB","","R-HSA-5658438;R-HSA-5658231;R-HSA-5672965;R-HSA-5658435;R-HSA-5687088;R-HSA-5658430;R-HSA-5675373;R-HSA-5658424"
R-HSA-5625740,"RHO GTPases activate PKNs",2,80,0.0059202249685488045,0.7321885618948525,0.7321885618948525,9,20,0.0018009905447996398,9606,Homo sapiens,"HIST1H2AE;SFN","","R-HSA-5625797;R-HSA-5625796;R-HSA-75016;R-HSA-5625870;R-HSA-5625774;R-HSA-5625849;R-HSA-5625848;R-HSA-5625784;R-HSA-5625883"
R-HSA-167172,"Transcription of the HIV genome",2,80,0.0059202249685488045,0.7321885618948525,0.7321885618948525,10,45,0.00405222872579919,9606,Homo sapiens,"TAF15;ATP5C1","","R-HSA-167474;R-HSA-167136;R-HSA-167121;R-HSA-167477;R-HSA-167130;R-HSA-167097;R-HSA-167113;R-HSA-167134;R-HSA-167118;R-HSA-167484"
R-HSA-157118,"Signaling by NOTCH",4,154,0.01139643306445645,0.735405250649187,0.735405250649187,6,95,0.008554705087798289,9606,Homo sapiens,"TFDP2;GZMB;TMED2","","R-HSA-1912382;R-HSA-1912379;R-HSA-2976551;R-HSA-4395231;R-HSA-1912416;R-HSA-2976563"
R-HSA-445989,"TAK1 activates NFkB by phosphorylation and activation of IKKs complex",1,41,0.0030341152963812624,0.7357772203874118,0.7357772203874118,1,4,3.6019810895992794E-4,9606,Homo sapiens,"S100A12","","R-HSA-168166"
R-HSA-983169,"Class I MHC mediated antigen processing & presentation",13,464,0.03433730481758307,0.7400391910464075,0.7400391910464075,30,48,0.004322377307519136,9606,Homo sapiens,"ERAP2;NCF4;CBLB;HLA-F;FBXO32;SH3RF1;SOCS3;HERC4;RNF213;TRIM4;ANAPC5;TLR10;FCGR1B","","R-HSA-8951499;R-HSA-1236954;R-HSA-1236955;R-HSA-983427;R-HSA-983426;R-HSA-983425;R-HSA-983424;R-HSA-8863895;R-HSA-1236939;R-HSA-1236943;R-HSA-1236940;R-HSA-1236941;R-HSA-8863973;R-HSA-983148;R-HSA-983147;R-HSA-983146;R-HSA-983145;R-HSA-983142;R-HSA-983140;R-HSA-983138;R-HSA-983422;R-HSA-983421;R-HSA-1236967;R-HSA-1236964;R-HSA-983161;R-HSA-1236965;R-HSA-1236971;R-HSA-983158;R-HSA-983157;R-HSA-983156"
R-HSA-2559585,"Oncogene Induced Senescence",1,42,0.0031081181084881226,0.7442297638907962,0.7442297638907962,2,18,0.0016208914903196759,9606,Homo sapiens,"TFDP2","","R-HSA-3209109;R-HSA-3209096"
R-HSA-71182,"Phenylalanine and tyrosine catabolism",1,42,0.0031081181084881226,0.7442297638907962,0.7442297638907962,1,12,0.001080594326879784,9606,Homo sapiens,"HGD","","R-HSA-71164"
R-HSA-193775,"Synthesis of bile acids and bile salts via 24-hydroxycholesterol",1,42,0.0031081181084881226,0.7442297638907962,0.7442297638907962,2,28,0.0025213867627194957,9606,Homo sapiens,"AKR1C3","","R-HSA-193781;R-HSA-193758"
R-HSA-5633008,"TP53 Regulates Transcription of Cell Death Genes",2,83,0.006142233404869385,0.7505238110413643,0.7505238110413643,2,68,0.006123367852318776,9606,Homo sapiens,"BCL6","","R-HSA-6800253;R-HSA-6800250"
R-HSA-451927,"Interleukin-2 family signaling",1,43,0.0031821209205949827,0.7524125063014762,0.7524125063014762,32,43,0.0038721296713192257,9606,Homo sapiens,"IL2RB","","R-HSA-452100;R-HSA-912527;R-HSA-8983371;R-HSA-508292;R-HSA-8983309;R-HSA-452097;R-HSA-8983374;R-HSA-8983425;R-HSA-8983424;R-HSA-450063;R-HSA-452108;R-HSA-8983299;R-HSA-8983298;R-HSA-8983300;R-HSA-508247;R-HSA-8983384;R-HSA-913374;R-HSA-8983378;R-HSA-452122;R-HSA-913424;R-HSA-449115;R-HSA-451942;R-HSA-919404;R-HSA-8983394;R-HSA-9009700;R-HSA-450027;R-HSA-8983335;R-HSA-453111;R-HSA-453104;R-HSA-451900;R-HSA-452091;R-HSA-508282"
R-HSA-381771,"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",1,43,0.0031821209205949827,0.7524125063014762,0.7524125063014762,1,6,5.40297163439892E-4,9606,Homo sapiens,"TCF7L2","","R-HSA-381799"
R-HSA-163560,"Triglyceride catabolism",1,43,0.0031821209205949827,0.7524125063014762,0.7524125063014762,2,17,0.001530841963079694,9606,Homo sapiens,"PRKACB","","R-HSA-163418;R-HSA-163416"
R-HSA-8853659,"RET signaling",1,43,0.0031821209205949827,0.7524125063014762,0.7524125063014762,1,24,0.002161188653759568,9606,Homo sapiens,"PRKACB","","R-HSA-8854908"
R-HSA-6804757,"Regulation of TP53 Degradation",1,43,0.0031821209205949827,0.7524125063014762,0.7524125063014762,1,30,0.0027014858171994596,9606,Homo sapiens,"AKT3","","R-HSA-198599"
R-HSA-419037,"NCAM1 interactions",1,44,0.003256123732701843,0.7603340404619746,0.7603340404619746,10,10,9.004952723998199E-4,9606,Homo sapiens,"NCAM1","","R-HSA-375157;R-HSA-422454;R-HSA-525833;R-HSA-375155;R-HSA-375154;R-HSA-375149;R-HSA-375148;R-HSA-375151;R-HSA-375160;R-HSA-375144"
R-HSA-212300,"PRC2 methylates histones and DNA",1,44,0.003256123732701843,0.7603340404619746,0.7603340404619746,4,4,3.6019810895992794E-4,9606,Homo sapiens,"HIST1H2AE","","R-HSA-212263;R-HSA-212222;R-HSA-212269;R-HSA-212252"
R-HSA-3769402,"Deactivation of the beta-catenin transactivating complex",1,44,0.003256123732701843,0.7603340404619746,0.7603340404619746,3,14,0.0012606933813597478,9606,Homo sapiens,"TCF7L2","","R-HSA-3361751;R-HSA-3364042;R-HSA-5665608"
R-HSA-1489509,"DAG and IP3 signaling",1,44,0.003256123732701843,0.7603340404619746,0.7603340404619746,4,19,0.0017109410175596578,9606,Homo sapiens,"PRKACB","","R-HSA-111925;R-HSA-111924;R-HSA-8951727;R-HSA-111919"
R-HSA-5218920,"VEGFR2 mediated vascular permeability",1,44,0.003256123732701843,0.7603340404619746,0.7603340404619746,3,15,0.0013507429085997298,9606,Homo sapiens,"AKT3","","R-HSA-2317314;R-HSA-198640;R-HSA-198270"
R-HSA-438064,"Post NMDA receptor activation events",1,44,0.003256123732701843,0.7603340404619746,0.7603340404619746,1,18,0.0016208914903196759,9606,Homo sapiens,"PRKACB","","R-HSA-443474"
R-HSA-196757,"Metabolism of folate and pterines",1,44,0.003256123732701843,0.7603340404619746,0.7603340404619746,1,29,0.002611436289959478,9606,Homo sapiens,"FLOT1","","R-HSA-200652"
R-HSA-1474165,"Reproduction",3,123,0.009102345889143788,0.761299016181569,0.761299016181569,3,23,0.0020711391265195857,9606,Homo sapiens,"HIST1H2AE;MLH3;LMNB1","","R-HSA-912429;R-HSA-912408;R-HSA-1214188"
R-HSA-162599,"Late Phase of HIV Life Cycle",4,160,0.011840449937097609,0.7618262931019537,0.7618262931019537,12,75,0.00675371454299865,9606,Homo sapiens,"TAF15;NMT2;ATP5C1","","R-HSA-167474;R-HSA-162914;R-HSA-167136;R-HSA-167121;R-HSA-167477;R-HSA-167130;R-HSA-184392;R-HSA-167097;R-HSA-167113;R-HSA-167134;R-HSA-167118;R-HSA-167484"
R-HSA-168254,"Influenza Infection",5,197,0.014578553985051432,0.7652744720715289,0.7652744720715289,2,60,0.005402971634398919,9606,Homo sapiens,"RPL38;RPS11;RPS4Y1;RPS24","","R-HSA-192704;R-HSA-192841"
R-HSA-196807,"Nicotinate metabolism",2,86,0.006364241841189965,0.7677699920495922,0.7677699920495922,2,29,0.002611436289959478,9606,Homo sapiens,"BST1;NAMPT","","R-HSA-197250;R-HSA-8870346"
R-HSA-427359,"SIRT1 negatively regulates rRNA expression",1,45,0.0033301265448087026,0.7680026861507789,0.7680026861507789,3,5,4.5024763619990995E-4,9606,Homo sapiens,"HIST1H2AE","","R-HSA-427527;R-HSA-427514;R-HSA-427528"
R-HSA-991365,"Activation of GABAB receptors",1,45,0.0033301265448087026,0.7680026861507789,0.7680026861507789,1,6,5.40297163439892E-4,9606,Homo sapiens,"KCNJ15","","R-HSA-1013020"
R-HSA-977444,"GABA B receptor activation",1,45,0.0033301265448087026,0.7680026861507789,0.7680026861507789,1,7,6.303466906798739E-4,9606,Homo sapiens,"KCNJ15","","R-HSA-1013020"
R-HSA-5675221,"Negative regulation of MAPK pathway",1,45,0.0033301265448087026,0.7680026861507789,0.7680026861507789,1,12,0.001080594326879784,9606,Homo sapiens,"DUSP5","","R-HSA-5675373"
R-HSA-2046106,"alpha-linolenic acid (ALA) metabolism",1,45,0.0033301265448087026,0.7680026861507789,0.7680026861507789,1,15,0.0013507429085997298,9606,Homo sapiens,"ACSL1","","R-HSA-2046085"
R-HSA-5628897,"TP53 Regulates Metabolic Genes",3,125,0.009250351513357508,0.7707278622304257,0.7707278622304257,4,34,0.003061683926159388,9606,Homo sapiens,"AKT3;SFN;GLS","","R-HSA-70609;R-HSA-198609;R-HSA-5632738;R-HSA-5632732"
R-HSA-4420097,"VEGFA-VEGFR2 Pathway",3,125,0.009250351513357508,0.7707278622304257,0.7707278622304257,6,77,0.006933813597478613,9606,Homo sapiens,"NCF4;AKT3;PRKACB","","R-HSA-2317314;R-HSA-198640;R-HSA-5218827;R-HSA-5218841;R-HSA-5218854;R-HSA-198270"
R-HSA-1445148,"Translocation of GLUT4 to the plasma membrane",2,87,0.006438244653296826,0.7732842457003594,0.7732842457003594,3,15,0.0013507429085997298,9606,Homo sapiens,"TUBB1;SFN","","R-HSA-1454689;R-HSA-2316347;R-HSA-1445149"
R-HSA-674695,"RNA Polymerase II Pre-transcription Events",2,87,0.006438244653296826,0.7732842457003594,0.7732842457003594,3,17,0.001530841963079694,9606,Homo sapiens,"TAF15;ATP5C1","","R-HSA-75856;R-HSA-75862;R-HSA-73946"
R-HSA-69202,"Cyclin E associated events during G1/S transition ",2,87,0.006438244653296826,0.7732842457003594,0.7732842457003594,2,20,0.0018009905447996398,9606,Homo sapiens,"TFDP2;AKT3","","R-HSA-198613;R-HSA-188345"
R-HSA-749476,"RNA Polymerase III Abortive And Retractive Initiation",1,46,0.0034041293569155627,0.7754264987403958,0.7754264987403958,1,13,0.0011706438541197659,9606,Homo sapiens,"NFIB","","R-HSA-113454"
R-HSA-975576,"N-glycan antennae elongation in the medial/trans-Golgi",1,46,0.0034041293569155627,0.7754264987403958,0.7754264987403958,1,14,0.0012606933813597478,9606,Homo sapiens,"B4GALT6","","R-HSA-975919"
R-HSA-74158,"RNA Polymerase III Transcription",1,46,0.0034041293569155627,0.7754264987403958,0.7754264987403958,1,25,0.0022512381809995496,9606,Homo sapiens,"NFIB","","R-HSA-113454"
R-HSA-6806003,"Regulation of TP53 Expression and Degradation",1,46,0.0034041293569155627,0.7754264987403958,0.7754264987403958,1,35,0.0031517334533993696,9606,Homo sapiens,"AKT3","","R-HSA-198599"
R-HSA-168928,"DDX58/IFIH1-mediated induction of interferon-alpha/beta",2,88,0.006512247465403686,0.7786840178079638,0.7786840178079638,3,46,0.004142278253039171,9606,Homo sapiens,"PCBP2;S100A12","","R-HSA-990526;R-HSA-168166;R-HSA-990528"
R-HSA-381426,"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",3,127,0.009398357137571228,0.7798508098045023,0.7798508098045023,1,14,0.0012606933813597478,9606,Homo sapiens,"SERPINA1;PRSS23;F5","","R-HSA-8952289"
R-HSA-400508,"Incretin synthesis, secretion, and inactivation",1,47,0.003478132169022423,0.7826132775816154,0.7826132775816154,1,12,0.001080594326879784,9606,Homo sapiens,"TCF7L2","","R-HSA-381799"
R-HSA-373760,"L1CAM interactions",3,129,0.009546362761784949,0.788673249582579,0.788673249582579,4,54,0.004862674470959028,9606,Homo sapiens,"DNM3;TUBB1;NCAM1","","R-HSA-555065;R-HSA-445077;R-HSA-445071;R-HSA-374681"
R-HSA-427389,"ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression",1,48,0.003552134981129283,0.7895705741224981,0.7895705741224981,2,4,3.6019810895992794E-4,9606,Homo sapiens,"HIST1H2AE","","R-HSA-427383;R-HSA-427336"
R-HSA-2173782,"Binding and Uptake of Ligands by Scavenger Receptors",4,167,0.012358469621845631,0.7900126578702986,0.7900126578702986,5,33,0.0029716343989194057,9606,Homo sapiens,"CD163;SPARC;STAB1;HP","","R-HSA-2168883;R-HSA-2168885;R-HSA-2230938;R-HSA-2247513;R-HSA-2197770"
R-HSA-416476,"G alpha (q) signalling events",6,240,0.017760674905646416,0.7901585579068269,0.7901585579068269,3,20,0.0018009905447996398,9606,Homo sapiens,"ANXA1;F2R;XCL1;AVPR1A;FPR2","","R-HSA-749448;R-HSA-749452;R-HSA-379048"
R-HSA-5625886,"Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3",1,49,0.0036261377932361428,0.796305699770375,0.796305699770375,8,11,9.90544799639802E-4,9606,Homo sapiens,"HIST1H2AE","","R-HSA-5625797;R-HSA-5625796;R-HSA-5625870;R-HSA-5625774;R-HSA-5625849;R-HSA-5625848;R-HSA-5625784;R-HSA-5625883"
R-HSA-381676,"Glucagon-like Peptide-1 (GLP1) regulates insulin secretion",1,49,0.0036261377932361428,0.796305699770375,0.796305699770375,3,11,9.90544799639802E-4,9606,Homo sapiens,"PRKACB","","R-HSA-381713;R-HSA-381644;R-HSA-381707"
R-HSA-73817,"Purine ribonucleoside monophosphate biosynthesis",1,49,0.0036261377932361428,0.796305699770375,0.796305699770375,3,17,0.001530841963079694,9606,Homo sapiens,"GART","","R-HSA-73810;R-HSA-73813;R-HSA-73814"
R-HSA-70268,"Pyruvate metabolism",1,49,0.0036261377932361428,0.796305699770375,0.796305699770375,1,11,9.90544799639802E-4,9606,Homo sapiens,"PDK4","","R-HSA-203946"
R-HSA-5423646,"Aflatoxin activation and detoxification",1,49,0.0036261377932361428,0.796305699770375,0.796305699770375,1,17,0.001530841963079694,9606,Homo sapiens,"MGST1","","R-HSA-5423653"
R-HSA-166054,"Activated TLR4 signalling",3,131,0.009694368385998667,0.7972008315331408,0.7972008315331408,17,85,0.00765420981539847,9606,Homo sapiens,"S100A12;IRAK3;TLR10","","R-HSA-166082;R-HSA-168166;R-HSA-2201316;R-HSA-166119;R-HSA-166091;R-HSA-2201322;R-HSA-166286;R-HSA-937059;R-HSA-166284;R-HSA-937022;R-HSA-2559414;R-HSA-2262775;R-HSA-166362;R-HSA-937079;R-HSA-166363;R-HSA-166072;R-HSA-2262777"
R-HSA-5689880,"Ub-specific processing proteases",5,206,0.015244579294013173,0.7976078565412418,0.7976078565412418,6,40,0.0036019810895992796,9606,Homo sapiens,"SMAD4;USP9Y;HIST1H2AE;ADRB2;SMAD7","","R-HSA-870479;R-HSA-6781764;R-HSA-5690080;R-HSA-870437;R-HSA-5690157;R-HSA-5696968"
